"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"Charlie_2009-11-20_1055_Received.txt"	".txt"	"r"	""	"2009-12-05 02:40:03 PKT"	"2009-12-04 22:24:04 PKT"	"2009-12-04 22:24:04 PKT"	"211"	"72"	"b8da80702e72abd4c24e4a013984306a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received.txt"
"Charlie_2009-11-20_1055_Received_PETEFFS.pdf"	".pdf"	"r"	""	"2009-12-05 02:41:18 PKT"	"2009-12-05 02:41:17 PKT"	"2009-12-05 02:41:18 PKT"	"113763"	"100"	"1cb74f2c1f8a8a801e0c91049244e82f"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received_PETEFFS.pdf"
"Charlie_2009-11-20_1055_Received_PETEFFS.pdf-slack"	".pdf-slack"	"r"	""	"2009-12-05 02:41:18 PKT"	"2009-12-05 02:41:17 PKT"	"2009-12-05 02:41:18 PKT"	"925"	"100"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received_PETEFFS.pdf-slack"
"Charlie_2009-11-20_1108_Received.txt"	".txt"	"r"	""	"2009-12-05 02:40:03 PKT"	"2009-12-04 22:24:31 PKT"	"2009-12-04 22:24:31 PKT"	"180"	"73"	"361f71feeca6ade3d0ea2b691d2eb704"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1108_Received.txt"
"Charlie_2009-11-20_1220_Received.txt"	".txt"	"r"	""	"2009-12-05 02:38:20 PKT"	"2009-12-04 22:24:42 PKT"	"2009-12-04 22:24:42 PKT"	"178"	"74"	"21ea539aa2be9a7288ae99e5c3f7b8c4"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1220_Received.txt"
"Charlie_2009-11-20_1303_Sent.txt"	".txt"	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1303_Sent.txt"
"Charlie_2009-11-20_1306_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:47:10 PKT"	"2009-12-05 02:47:10 PKT"	"2009-12-05 02:47:10 PKT"	"406"	"114"	"e2e176d2d8b110f11ce3ba0824a4ffb4"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1306_Sent.txt"
"Charlie_2009-11-20_1526_Received.txt"	".txt"	"r"	""	"2009-12-05 02:38:23 PKT"	"2009-12-04 22:24:53 PKT"	"2009-12-04 22:24:53 PKT"	"414"	"75"	"cca8ceb961ef6d5add797ee76863ab22"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1526_Received.txt"
"Charlie_2009-11-23_0907_Received.txt"	".txt"	"r"	""	"2009-12-04 22:25:20 PKT"	"2009-12-04 22:25:20 PKT"	"2009-12-04 22:25:20 PKT"	"605"	"76"	"44d6db6c3a7dd5319d64b3d11987cda2"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-23_0907_Received.txt"
"Charlie_2009-11-23_0907_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 22:25:20 PKT"	"2009-12-04 22:25:20 PKT"	"2009-12-04 22:25:20 PKT"	"3491"	"76"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-23_0907_Received.txt-slack"
"Charlie_2009-11-24_0848_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:47:24 PKT"	"2009-12-05 02:47:24 PKT"	"2009-12-05 02:47:24 PKT"	"290"	"115"	"4cda239f0fba23188f94e4aa566188d9"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_0848_Sent.txt"
"Charlie_2009-11-24_0852_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:47:46 PKT"	"2009-12-05 02:47:37 PKT"	"2009-12-05 02:47:37 PKT"	"329"	"116"	"e24802b3bba14fb4c0753c701632b3eb"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_0852_Sent.txt"
"Charlie_2009-11-24_1040_Received.txt"	".txt"	"r"	""	"2009-12-05 02:42:10 PKT"	"2009-12-04 22:25:34 PKT"	"2009-12-04 22:25:34 PKT"	"411"	"77"	"23858d40682d31edb91ac472b07993eb"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1040_Received.txt"
"Charlie_2009-11-24_1041_Received.txt"	".txt"	"r"	""	"2009-12-04 22:25:44 PKT"	"2009-12-04 22:25:44 PKT"	"2009-12-04 22:25:44 PKT"	"649"	"78"	"68bf22e04c9b50bf18c439c40001b6de"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1041_Received.txt"
"Charlie_2009-11-24_1041_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 22:25:44 PKT"	"2009-12-04 22:25:44 PKT"	"2009-12-04 22:25:44 PKT"	"3447"	"78"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1041_Received.txt-slack"
"Charlie_2009-11-24_1045_Received.txt"	".txt"	"r"	""	"2009-12-04 22:25:55 PKT"	"2009-12-04 22:25:54 PKT"	"2009-12-04 22:25:55 PKT"	"632"	"79"	"0b6e229e75050121bf8d296dc90f9b89"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1045_Received.txt"
"Charlie_2009-11-24_1045_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 22:25:55 PKT"	"2009-12-04 22:25:54 PKT"	"2009-12-04 22:25:55 PKT"	"3464"	"79"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1045_Received.txt-slack"
"Charlie_2009-11-24_1049_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:47:59 PKT"	"2009-12-05 02:47:52 PKT"	"2009-12-05 02:47:52 PKT"	"515"	"117"	"92fe3c2001878f46bbc44f7c6ed522d8"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1049_Sent.txt"
"Charlie_2009-11-24_1258_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:48:04 PKT"	"2009-12-05 02:48:04 PKT"	"2009-12-05 02:48:04 PKT"	"776"	"118"	"1794549baba1bca093f86f9ec56861c1"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1258_Sent.txt"
"Charlie_2009-11-24_1258_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:48:04 PKT"	"2009-12-05 02:48:04 PKT"	"2009-12-05 02:48:04 PKT"	"3320"	"118"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1258_Sent.txt-slack"
"Charlie_2009-11-24_1314_Received.txt"	".txt"	"r"	""	"2009-12-04 22:26:05 PKT"	"2009-12-04 22:26:05 PKT"	"2009-12-04 22:26:05 PKT"	"1082"	"80"	"267c69faa3653ff713643f3d0eca1b02"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1314_Received.txt"
"Charlie_2009-11-24_1314_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 22:26:05 PKT"	"2009-12-04 22:26:05 PKT"	"2009-12-04 22:26:05 PKT"	"3014"	"80"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1314_Received.txt-slack"
"Charlie_2009-11-24_1607_Received.txt"	".txt"	"r"	""	"2009-12-04 22:26:17 PKT"	"2009-12-04 22:26:17 PKT"	"2009-12-04 22:26:17 PKT"	"462"	"81"	"20dc3c50e422b29ebff32052911ca0d3"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-24_1607_Received.txt"
"Charlie_2009-11-30_0854_Received_US5041044.pdf"	".pdf"	"r"	""	"2009-12-05 02:42:27 PKT"	"2009-12-05 02:42:26 PKT"	"2009-12-05 02:42:27 PKT"	"550494"	"101"	"9aabd3906236410aa524bf73c41e4593"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf"
"Charlie_2009-11-30_0854_Received_US5041044.pdf-slack"	".pdf-slack"	"r"	""	"2009-12-05 02:42:27 PKT"	"2009-12-05 02:42:26 PKT"	"2009-12-05 02:42:27 PKT"	"2466"	"101"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf-slack"
"Charlie_2009-11-30_0907_Received.txt"	".txt"	"r"	""	"2009-12-05 02:48:32 PKT"	"2009-12-05 02:34:41 PKT"	"2009-12-05 02:34:42 PKT"	"579"	"83"	"0b559d8ff006a5ac50d9825c8ba0bca3"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0907_Received.txt"
"Charlie_2009-11-30_0907_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:48:32 PKT"	"2009-12-05 02:34:41 PKT"	"2009-12-05 02:34:42 PKT"	"3517"	"83"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0907_Received.txt-slack"
"Charlie_2009-11-30_0949_Received.txt"	".txt"	"r"	""	"2009-12-05 02:35:03 PKT"	"2009-12-05 02:35:03 PKT"	"2009-12-05 02:35:03 PKT"	"440"	"84"	"1d0996e196a290335397134a2fd5a4fe"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0949_Received.txt"
"Charlie_2009-11-30_1108_Received.txt"	".txt"	"r"	""	"2009-12-05 02:48:32 PKT"	"2009-12-05 02:35:16 PKT"	"2009-12-05 02:35:16 PKT"	"275"	"85"	"50dc477df84b094ce670739504b0d949"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_1108_Received.txt"
"Charlie_2009-12-01_1046_Received.txt"	".txt"	"r"	""	"2009-12-05 02:48:29 PKT"	"2009-12-05 02:35:39 PKT"	"2009-12-05 02:35:40 PKT"	"237"	"86"	"7dc62a63d2e9b99b59e7c7646a71e71c"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1046_Received.txt"
"Charlie_2009-12-01_1152_Received.txt"	".txt"	"r"	""	"2009-12-05 02:35:51 PKT"	"2009-12-05 02:35:51 PKT"	"2009-12-05 02:35:51 PKT"	"487"	"87"	"bb1c748b149777fadb8a20d21c32ced7"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1152_Received.txt"
"Charlie_2009-12-01_1258_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:48:42 PKT"	"2009-12-05 02:48:42 PKT"	"2009-12-05 02:48:42 PKT"	"357"	"120"	"ba50e8a1ea82c4da851f8c97796b7a39"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1258_Sent.txt"
"Charlie_2009-12-01_1302_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:48:55 PKT"	"2009-12-05 02:48:55 PKT"	"2009-12-05 02:48:55 PKT"	"330"	"121"	"8856682f03892a223737e87a33632709"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1302_Sent.txt"
"Charlie_2009-12-01_1343_Received.txt"	".txt"	"r"	""	"2009-12-05 02:52:48 PKT"	"2009-12-05 02:36:04 PKT"	"2009-12-05 02:36:04 PKT"	"601"	"88"	"870eb60d6efc9a2951dfbef0a52752fd"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1343_Received.txt"
"Charlie_2009-12-01_1343_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:52:48 PKT"	"2009-12-05 02:36:04 PKT"	"2009-12-05 02:36:04 PKT"	"3495"	"88"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-01_1343_Received.txt-slack"
"Charlie_2009-12-02_1304_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:49:10 PKT"	"2009-12-05 02:49:10 PKT"	"2009-12-05 02:49:10 PKT"	"411"	"122"	"7577a4b53858c23f68ef5281a63d41ca"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1304_Sent.txt"
"Charlie_2009-12-02_1305_Received.txt"	".txt"	"r"	""	"2009-12-05 02:52:54 PKT"	"2009-12-05 02:36:21 PKT"	"2009-12-05 02:36:21 PKT"	"1424"	"89"	"dfc3d700f039f1b64057ffcc73dafa1f"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received.txt"
"Charlie_2009-12-02_1305_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:52:54 PKT"	"2009-12-05 02:36:21 PKT"	"2009-12-05 02:36:21 PKT"	"2672"	"89"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received.txt-slack"
"Charlie_2009-12-02_1305_Received_Interested-.eml"	".eml"	"r"	""	"2009-12-05 02:43:45 PKT"	"2009-12-05 02:43:45 PKT"	"2009-12-05 02:43:45 PKT"	"1750"	"103"	"f1e13add6323154aed04c8bc3b3f81fd"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received_Interested-.eml"
"Charlie_2009-12-02_1305_Received_Interested-.eml-slack"	".eml-slack"	"r"	""	"2009-12-05 02:43:45 PKT"	"2009-12-05 02:43:45 PKT"	"2009-12-05 02:43:45 PKT"	"2346"	"103"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received_Interested-.eml-slack"
"Charlie_2009-12-02_1305_Received_Part 1.2"	".2"	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received_Part 1.2"
"Charlie_2009-12-02_1325_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:53:00 PKT"	"2009-12-05 02:49:23 PKT"	"2009-12-05 02:49:23 PKT"	"413"	"123"	"0c2e809af37f598c96ad4799a6f439f6"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1325_Sent.txt"
"Charlie_2009-12-02_1352_Received.txt"	".txt"	"r"	""	"2009-12-05 02:43:16 PKT"	"2009-12-05 02:36:32 PKT"	"2009-12-05 02:36:32 PKT"	"517"	"90"	"d851224e3f6a20199f2b60d145b0fad2"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1352_Received.txt"
"Charlie_2009-12-02_1631_Received.txt"	".txt"	"r"	""	"2009-12-05 02:36:44 PKT"	"2009-12-05 02:36:44 PKT"	"2009-12-05 02:36:44 PKT"	"220"	"91"	"f458db9900507d2245c01c783ba25b51"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1631_Received.txt"
"Charlie_2009-12-03_0851_Received.txt"	".txt"	"r"	""	"2009-12-05 02:36:59 PKT"	"2009-12-05 02:36:59 PKT"	"2009-12-05 02:36:59 PKT"	"784"	"92"	"caa675622cfc600a467b9e06f8365f3a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0851_Received.txt"
"Charlie_2009-12-03_0851_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:36:59 PKT"	"2009-12-05 02:36:59 PKT"	"2009-12-05 02:36:59 PKT"	"3312"	"92"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0851_Received.txt-slack"
"Charlie_2009-12-03_0951_Received.txt"	".txt"	"r"	""	"2009-12-05 02:53:00 PKT"	"2009-12-05 02:37:14 PKT"	"2009-12-05 02:37:14 PKT"	"584"	"93"	"6dd436ca94f8eb6eb8ee7caf499fdfef"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0951_Received.txt"
"Charlie_2009-12-03_0951_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:53:00 PKT"	"2009-12-05 02:37:14 PKT"	"2009-12-05 02:37:14 PKT"	"3512"	"93"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0951_Received.txt-slack"
"Charlie_2009-12-03_1358_Received.txt"	".txt"	"r"	""	"2009-12-05 02:37:28 PKT"	"2009-12-05 02:37:28 PKT"	"2009-12-05 02:37:28 PKT"	"1596"	"94"	"225e30d635e3b4138601c6243354808e"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1358_Received.txt"
"Charlie_2009-12-03_1358_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:37:28 PKT"	"2009-12-05 02:37:28 PKT"	"2009-12-05 02:37:28 PKT"	"2500"	"94"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1358_Received.txt-slack"
"Charlie_2009-12-04_0922_Received.txt"	".txt"	"r"	""	"2009-12-05 02:37:44 PKT"	"2009-12-05 02:37:44 PKT"	"2009-12-05 02:37:44 PKT"	"640"	"95"	"02609e8b263891e923e8b0686d075178"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0922_Received.txt"
"Charlie_2009-12-04_0922_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:37:44 PKT"	"2009-12-05 02:37:44 PKT"	"2009-12-05 02:37:44 PKT"	"3456"	"95"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0922_Received.txt-slack"
"Charlie_2009-11-17_1039_Received.txt"	".txt"	"r"	""	"2009-12-11 03:27:43 PKT"	"2009-12-04 02:21:07 PKT"	"2009-12-04 02:21:08 PKT"	"922"	"56"	"22f1bdc7e92d07c02cf2158f9a365a82"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-17_1039_Received.txt"
"Charlie_2009-11-17_1039_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-11 03:27:43 PKT"	"2009-12-04 02:21:07 PKT"	"2009-12-04 02:21:08 PKT"	"3174"	"56"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-17_1039_Received.txt-slack"
"Charlie_2009-11-19_1157_Received.txt"	".txt"	"r"	""	"2009-12-05 02:38:16 PKT"	"2009-12-04 22:23:18 PKT"	"2009-12-04 22:23:18 PKT"	"679"	"69"	"6dcfed38b27147157cfdbffcc462e392"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-19_1157_Received.txt"
"Charlie_2009-11-19_1157_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:38:16 PKT"	"2009-12-04 22:23:18 PKT"	"2009-12-04 22:23:18 PKT"	"3417"	"69"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-19_1157_Received.txt-slack"
"Charlie_2009-11-20_1303_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:46:54 PKT"	"2009-12-05 02:46:54 PKT"	"2009-12-05 02:46:54 PKT"	"269"	"113"	"2b9c7c97352414af6af557c76784c4dc"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1303_Sent.txt"
"Charlie_2009-11-30_0854_Received.txt"	".txt"	"r"	""	"2009-12-05 02:42:13 PKT"	"2009-12-04 22:26:47 PKT"	"2009-12-04 22:26:48 PKT"	"214"	"82"	"702091ee0de5046ed7ad963d5652e76c"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received.txt"
"Charlie_2009-12-02_1305_Received_Part 1.2"	".2"	"r"	""	"2009-12-05 02:52:58 PKT"	"2009-12-05 02:43:37 PKT"	"2009-12-05 02:43:37 PKT"	"419"	"102"	"cad9ec40e5df443515d3330bac827466"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-02_1305_Received_Part 1.2"
"Charlie_2009-11-16_1102_Received.txt"	".txt"	"r"	""	"2009-12-05 02:52:39 PKT"	"2009-12-04 02:19:12 PKT"	"2009-12-04 02:19:12 PKT"	"676"	"48"	"2e392a73d8452ba2b7f64a70531dc72a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1102_Received.txt"
"Charlie_2009-11-16_1102_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:52:39 PKT"	"2009-12-04 02:19:12 PKT"	"2009-12-04 02:19:12 PKT"	"3420"	"48"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1102_Received.txt-slack"
"Charlie_2009-11-16_1122_Received.txt"	".txt"	"r"	""	"2009-12-04 02:22:06 PKT"	"2009-12-04 02:19:27 PKT"	"2009-12-04 02:19:27 PKT"	"596"	"49"	"541a672ce525b1c82d4f180bdbaa9493"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1122_Received.txt"
"Charlie_2009-11-16_1122_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 02:22:06 PKT"	"2009-12-04 02:19:27 PKT"	"2009-12-04 02:19:27 PKT"	"3500"	"49"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1122_Received.txt-slack"
"Charlie_2009-11-16_1151_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:44:38 PKT"	"2009-12-05 02:44:29 PKT"	"2009-12-05 02:44:29 PKT"	"771"	"104"	"70f2612343317ddb07504a9928b7bdd6"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1151_Sent.txt"
"Charlie_2009-11-16_1151_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:44:38 PKT"	"2009-12-05 02:44:29 PKT"	"2009-12-05 02:44:29 PKT"	"3325"	"104"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1151_Sent.txt-slack"
"Charlie_2009-11-16_1326_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:45:04 PKT"	"2009-12-05 02:45:00 PKT"	"2009-12-05 02:45:00 PKT"	"391"	"105"	"76c944af37ee9e99908d7535695f5dda"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1326_Sent.txt"
"Charlie_2009-11-16_1338_Received.txt"	".txt"	"r"	""	"2009-12-04 02:19:43 PKT"	"2009-12-04 02:19:43 PKT"	"2009-12-04 02:19:43 PKT"	"578"	"50"	"0def532ac391e43b0aa462e602103e20"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1338_Received.txt"
"Charlie_2009-11-16_1338_Received.txt-slack"	".txt-slack"	"r"	""	"2009-12-04 02:19:43 PKT"	"2009-12-04 02:19:43 PKT"	"2009-12-04 02:19:43 PKT"	"3518"	"50"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1338_Received.txt-slack"
"Charlie_2009-11-16_1433_Received.txt"	".txt"	"r"	""	"2009-12-04 02:19:55 PKT"	"2009-12-04 02:19:55 PKT"	"2009-12-04 02:19:55 PKT"	"487"	"51"	"f276f8790e651bc3dcb68d40d5a4e75a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1433_Received.txt"
"Charlie_2009-11-16_1553_Received.txt"	".txt"	"r"	""	"2009-12-04 02:20:10 PKT"	"2009-12-04 02:20:10 PKT"	"2009-12-04 02:20:10 PKT"	"336"	"52"	"dbb20d2abf8e451663858e4ba7a1b951"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1553_Received.txt"
"Charlie_2009-11-16_1559_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:48:26 PKT"	"2009-12-05 02:45:14 PKT"	"2009-12-05 02:45:14 PKT"	"621"	"106"	"178b183cc1ca78b59e75bd1e00967715"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1559_Sent.txt"
"Charlie_2009-11-16_1559_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:48:26 PKT"	"2009-12-05 02:45:14 PKT"	"2009-12-05 02:45:14 PKT"	"3475"	"106"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-16_1559_Sent.txt-slack"
"Charlie_2009-12-07_1142_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:38:25 PKT"	"2009-12-11 03:38:25 PKT"	"2009-12-11 03:38:25 PKT"	"375"	"145"	"a57538db0b0bab141f09ae2630253f0d"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-07_1142_Sent.txt"
"Charlie_2009-12-07_1144_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:37:16 PKT"	"2009-12-11 03:37:16 PKT"	"2009-12-11 03:37:16 PKT"	"199"	"144"	"bdf1cd8348e5fef99a533e6d2339960f"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-07_1144_Sent.txt"
"Charlie_2009-12-07_1144_Sent_microscope1.jpg"	".jpg"	"r"	""	"2009-12-11 03:29:38 PKT"	"2009-12-11 03:29:37 PKT"	"2009-12-11 03:29:38 PKT"	"136274"	"141"	"4be2c4abb48c4389ca798e6c21736ea1"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-07_1144_Sent_microscope1.jpg"
