"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"Charlie_2009-12-07_1144_Sent_microscope1.jpg-slack"	".jpg-slack"	"r"	""	"2009-12-11 03:29:38 PKT"	"2009-12-11 03:29:37 PKT"	"2009-12-11 03:29:38 PKT"	"2990"	"141"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-07_1144_Sent_microscope1.jpg-slack"
"Charlie_2009-12-07_1255_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:36:12 PKT"	"2009-12-11 03:36:12 PKT"	"2009-12-11 03:36:12 PKT"	"307"	"142"	"09c5d7f52a087c1ca9bf8df5141ca9c6"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-07_1255_Sent.txt"
"Charlie_2009-12-08_1259_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:38:40 PKT"	"2009-12-11 03:38:40 PKT"	"2009-12-11 03:38:40 PKT"	"368"	"146"	"d0189dfdcce104d98f84792642a5689c"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-08_1259_Sent.txt"
"Charlie_2009-12-08_1418_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:36:50 PKT"	"2009-12-11 03:36:50 PKT"	"2009-12-11 03:36:50 PKT"	"287"	"143"	"65c735c551b179199a7b189734bde984"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-08_1418_Sent.txt"
"Charlie_2009-12-10_1418_Sent.txt"	".txt"	"r"	""	"2009-12-11 03:39:09 PKT"	"2009-12-11 03:39:09 PKT"	"2009-12-11 03:39:09 PKT"	"412"	"147"	"45500703f7a12784cc1d7a12552a151a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Charlie_2009-12-10_1418_Sent.txt"
"Great Lunch.txt"	".txt"	"r"	""	"2009-12-11 03:28:55 PKT"	"2009-12-11 03:28:55 PKT"	"2009-12-11 03:28:55 PKT"	"307"	"137"	"09c5d7f52a087c1ca9bf8df5141ca9c6"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Great Lunch.txt"
"Hey.txt"	".txt"	"r"	""	"2009-12-11 03:29:06 PKT"	"2009-12-11 03:29:06 PKT"	"2009-12-11 03:29:06 PKT"	"287"	"139"	"65c735c551b179199a7b189734bde984"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Hey.txt"
"Picture.eml.txt"	".txt"	"r"	""	"2009-12-11 03:28:17 PKT"	"2009-12-11 03:28:17 PKT"	"2009-12-11 03:28:17 PKT"	"199"	"136"	"bdf1cd8348e5fef99a533e6d2339960f"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Picture.eml.txt"
"QC Project.eml.txt"	".txt"	"r"	""	"2009-12-11 03:28:05 PKT"	"2009-12-11 03:28:05 PKT"	"2009-12-11 03:28:05 PKT"	"375"	"135"	"a57538db0b0bab141f09ae2630253f0d"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/QC Project.eml.txt"
"Vacation time.txt"	".txt"	"r"	""	"2009-12-11 03:29:01 PKT"	"2009-12-11 03:29:01 PKT"	"2009-12-11 03:29:01 PKT"	"368"	"138"	"d0189dfdcce104d98f84792642a5689c"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/Vacation time.txt"
"When's it coming.txt"	".txt"	"r"	""	"2009-12-11 03:29:11 PKT"	"2009-12-11 03:29:11 PKT"	"2009-12-11 03:29:11 PKT"	"412"	"140"	"45500703f7a12784cc1d7a12552a151a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/other/When's it coming.txt"
"Charlie_2009-11-30_0846_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:48:22 PKT"	"2009-12-05 02:48:22 PKT"	"2009-12-05 02:48:22 PKT"	"575"	"119"	"0890cc94896b2e4842a68dd1e8e39f6a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0846_Sent.txt"
"Charlie_2009-11-30_0846_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:48:22 PKT"	"2009-12-05 02:48:22 PKT"	"2009-12-05 02:48:22 PKT"	"3521"	"119"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0846_Sent.txt-slack"
"Charlie_2009-12-03_0852_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:49:43 PKT"	"2009-12-05 02:49:43 PKT"	"2009-12-05 02:49:43 PKT"	"604"	"124"	"38e1053ff00c7db64671800ffdc34925"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0852_Sent.txt"
"Charlie_2009-12-03_0852_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:49:43 PKT"	"2009-12-05 02:49:43 PKT"	"2009-12-05 02:49:43 PKT"	"3492"	"124"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_0852_Sent.txt-slack"
"Charlie_2009-12-03_1216_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:50:11 PKT"	"2009-12-05 02:50:11 PKT"	"2009-12-05 02:50:11 PKT"	"236"	"125"	"f752677303729e24692bbe8c4a3747c5"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1216_Sent.txt"
"Charlie_2009-12-03_1216_Sent_astronaut1.jpg"	".jpg"	"r"	""	"2009-12-11 03:26:05 PKT"	"2009-12-05 02:50:23 PKT"	"2009-12-05 02:50:24 PKT"	"722717"	"126"	"45eade24b3a89b21fed303310ccbdc54"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1216_Sent_astronaut1.jpg"
"Charlie_2009-12-03_1216_Sent_astronaut1.jpg-slack"	".jpg-slack"	"r"	""	"2009-12-11 03:26:05 PKT"	"2009-12-05 02:50:23 PKT"	"2009-12-05 02:50:24 PKT"	"2275"	"126"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1216_Sent_astronaut1.jpg-slack"
"Charlie_2009-12-03_1302_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:50:41 PKT"	"2009-12-05 02:50:40 PKT"	"2009-12-05 02:50:41 PKT"	"786"	"127"	"d63f1e4ea44c9d7ca491b3b68ce74634"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1302_Sent.txt"
"Charlie_2009-12-03_1302_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:50:41 PKT"	"2009-12-05 02:50:40 PKT"	"2009-12-05 02:50:41 PKT"	"3310"	"127"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1302_Sent.txt-slack"
"Charlie_2009-12-03_1316_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:50:52 PKT"	"2009-12-05 02:50:52 PKT"	"2009-12-05 02:50:52 PKT"	"251"	"128"	"79a12b751d78f93f227d3f88893c52bd"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-03_1316_Sent.txt"
"Charlie_2009-12-04_0848_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:51:08 PKT"	"2009-12-05 02:51:07 PKT"	"2009-12-05 02:51:08 PKT"	"1867"	"129"	"18a6274e2ad0b9e4765941d3cf1c6f7f"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0848_Sent.txt"
"Charlie_2009-12-04_0848_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:51:08 PKT"	"2009-12-05 02:51:07 PKT"	"2009-12-05 02:51:08 PKT"	"2229"	"129"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0848_Sent.txt-slack"
"Charlie_2009-12-04_0941_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:53:02 PKT"	"2009-12-05 02:51:24 PKT"	"2009-12-05 02:51:24 PKT"	"765"	"130"	"58936eeb680b72c0570cb5035ed88cf8"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0941_Sent.txt"
"Charlie_2009-12-04_0941_Sent.txt-slack"	".txt-slack"	"r"	""	"2009-12-05 02:53:02 PKT"	"2009-12-05 02:51:24 PKT"	"2009-12-05 02:51:24 PKT"	"3331"	"130"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0941_Sent.txt-slack"
"Charlie_2009-12-04_0941_Sent_01.zip"	".zip"	"r"	""	"2009-12-05 02:51:32 PKT"	"2009-12-05 02:51:31 PKT"	"2009-12-05 02:51:32 PKT"	"108438"	"131"	"4fa239c22e5fb7b934a1bf68e4e0e2e7"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0941_Sent_01.zip"
"Charlie_2009-12-04_0941_Sent_01.zip-slack"	".zip-slack"	"r"	""	"2009-12-05 02:51:32 PKT"	"2009-12-05 02:51:31 PKT"	"2009-12-05 02:51:32 PKT"	"2154"	"131"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_0941_Sent_01.zip-slack"
"Charlie_2009-12-04_1306_Sent.txt"	".txt"	"r"	""	"2009-12-05 02:51:45 PKT"	"2009-12-05 02:51:45 PKT"	"2009-12-05 02:51:45 PKT"	"279"	"132"	"24d77a52e89b224219fd9386de23be43"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-12-04_1306_Sent.txt"
"Charlie_Email.zip"	".zip"	"r"	""	"2009-12-05 02:57:17 PKT"	"2009-12-05 02:57:17 PKT"	"2009-12-05 02:57:17 PKT"	"1833535"	"133"	"7a5e333b8fb8ed7f38db95d6b08d4585"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip"
"Charlie_Email.zip-slack"	".zip-slack"	"r"	""	"2009-12-05 02:57:17 PKT"	"2009-12-05 02:57:17 PKT"	"2009-12-05 02:57:17 PKT"	"1473"	"133"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip-slack"
"Thumbs.db"	".db"	"r"	""	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:18:00 PKT"	"7680"	"45"	"4db32968b696e7b7dca8e3860e52b6c3"	"unknown"	"rr-xr-xr-x"	"/img_evidence.E01/vol_vol2/Immortality/Thumbs.db"
"Thumbs.db-slack"	".db-slack"	"r"	""	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:18:00 PKT"	"512"	"45"	"null"	"unknown"	"rr-xr-xr-x"	"/img_evidence.E01/vol_vol2/Immortality/Thumbs.db-slack"
"us005026637-001.tif"	".tif"	"r"	""	"2009-12-04 02:16:47 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:13:00 PKT"	"39692"	"46"	"b526e6c7a244d62e7120f3f804d76d8d"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Immortality/us005026637-001.tif"
"us005026637-001.tif-slack"	".tif-slack"	"r"	""	"2009-12-04 02:16:47 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:13:00 PKT"	"1268"	"46"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Immortality/us005026637-001.tif-slack"
"us006982168-001.tif"	".tif"	"r"	""	"2009-11-25 02:55:49 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:15:00 PKT"	"76596"	"47"	"c412dfcd8bca1333d9356d710dd7a01a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Immortality/us006982168-001.tif"
"us006982168-001.tif-slack"	".tif-slack"	"r"	""	"2009-11-25 02:55:49 PKT"	"2009-11-25 02:55:45 PKT"	"2009-11-25 02:15:00 PKT"	"1228"	"47"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Immortality/us006982168-001.tif-slack"
"invsecr2.exe"	".exe"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-20 22:43:04 PKT"	"2009-11-19 23:42:25 PKT"	"1291720"	"35"	"83150daa46ccfe62a4aeb6c4898905a8"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/invsecr2.exe"
"invsecr2.exe-slack"	".exe-slack"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-20 22:43:04 PKT"	"2009-11-19 23:42:25 PKT"	"2616"	"35"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/invsecr2.exe-slack"
"invsecr2.exe:Zone.Identifier"	".Identifier"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-20 22:43:04 PKT"	"2009-11-19 23:42:25 PKT"	"46"	"35"	"7dda7f64befdc8eef1f66698ea96422a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/invsecr2.exe:Zone.Identifier"
"invsecr2.exe:Zone.Identifier-slack"	".Identifier-slack"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-20 22:43:04 PKT"	"2009-11-19 23:42:25 PKT"	"4050"	"35"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/invsecr2.exe:Zone.Identifier-slack"
"microscope.jpg"	".jpg"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-25 02:40:20 PKT"	"2009-11-25 02:27:51 PKT"	"136274"	"38"	"689a8ffcdb92dc0dcc68078e42c094da"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/microscope.jpg"
"microscope.jpg-slack"	".jpg-slack"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-25 02:40:20 PKT"	"2009-11-25 02:27:51 PKT"	"2990"	"38"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/microscope.jpg-slack"
"microscope.jpg:Zone.Identifier"	".Identifier"	"r"	""	"2009-11-25 03:09:36 PKT"	"2009-11-25 02:40:20 PKT"	"2009-11-25 02:27:51 PKT"	"46"	"38"	"7dda7f64befdc8eef1f66698ea96422a"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/microscope.jpg:Zone.Identifier"
"microscope1.jpg"	".jpg"	"r"	""	"2009-11-25 03:19:24 PKT"	"2009-11-25 03:09:13 PKT"	"2009-11-25 03:19:21 PKT"	"136274"	"42"	"4be2c4abb48c4389ca798e6c21736ea1"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/microscope1.jpg"
"microscope1.jpg-slack"	".jpg-slack"	"r"	""	"2009-11-25 03:19:24 PKT"	"2009-11-25 03:09:13 PKT"	"2009-11-25 03:19:21 PKT"	"2990"	"42"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/microscope1.jpg-slack"
"Nitroba work.odt"	".odt"	"r"	""	"2009-11-25 02:55:08 PKT"	"2009-11-25 02:55:08 PKT"	"2009-11-20 02:26:42 PKT"	"10906"	"41"	"56fd56fc40b7c6d7b7572711f863bc8d"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Nitroba work.odt"
"Nitroba work.odt-slack"	".odt-slack"	"r"	""	"2009-11-25 02:55:08 PKT"	"2009-11-25 02:55:08 PKT"	"2009-11-20 02:26:42 PKT"	"1382"	"41"	"null"	"unknown"	"rrwxrwxrwx"	"/img_evidence.E01/vol_vol2/Nitroba work.odt-slack"
"$OrphanFiles"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_evidence.E01/vol_vol2/$OrphanFiles"
"image2.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7247"	"0"	"39f1ded708099f00546f1c62b1ba51f6"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received_PETEFFS.pdf/image2.jb2"
"image1.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"58664"	"0"	"7ce4ef0ad91c36a26d3a047cd3c06d5a"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received_PETEFFS.pdf/image1.jb2"
"image0.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"35618"	"0"	"3dcf6264b7b98eb25f5a37bb92772cfc"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-20_1055_Received_PETEFFS.pdf/image0.jb2"
"image10.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"68959"	"0"	"5a93baec84e22f0e62b763f636f9e711"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image10.jb2"
"image9.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"59260"	"0"	"48dbb274faf41a795f58b2dd433c8a65"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image9.jb2"
"image2.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"27319"	"0"	"4f24d41f9cedd027db1043927ea4b070"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image2.jb2"
"image7.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"20329"	"0"	"a26dfef2f1e74515fef63f425b17aaf6"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image7.jb2"
"image4.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"17837"	"0"	"4d572d9da60c99f843a637f3d09e1c51"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image4.jb2"
"image0.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"47070"	"0"	"f8a249ff79069d97a5a4159dfd8b961d"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image0.jb2"
"image12.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"62065"	"0"	"f7ade31e864dec4bad9423a6590de00a"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image12.jb2"
"image3.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"19216"	"0"	"f28728e09217382f678e16c0331ca1c0"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image3.jb2"
"image8.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"15913"	"0"	"ba54ee16b31aca6995e452a79205ce93"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image8.jb2"
"image11.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"64699"	"0"	"29cad25e84a8f3e451bdf42cf3ad2021"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image11.jb2"
"image14.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"42761"	"0"	"9e60bab1fc2e6761760669d53125d05d"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image14.jb2"
"image5.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11723"	"0"	"c3829b48d97a1b2284a0e75a0d37f816"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image5.jb2"
"image6.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"14629"	"0"	"63e99845df6b7aabb3c6499794eef045"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image6.jb2"
"image13.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"54320"	"0"	"53f31a16bb3fdf524735693eefd417f2"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image13.jb2"
"image1.jb2"	".jb2"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"13707"	"0"	"e208cf8e8a54677002a0b5985f2f35b5"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_2009-11-30_0854_Received_US5041044.pdf/image1.jb2"
"Charlie_2009-11-16_1102_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:19:14 PKT"	"676"	"0"	"2e392a73d8452ba2b7f64a70531dc72a"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1102_Received.txt"
"Charlie_2009-11-16_1122_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:19:28 PKT"	"596"	"0"	"541a672ce525b1c82d4f180bdbaa9493"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1122_Received.txt"
"Charlie_2009-11-16_1151_Sent.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-04 13:44:30 PKT"	"771"	"0"	"70f2612343317ddb07504a9928b7bdd6"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1151_Sent.txt"
"Charlie_2009-11-16_1326_Sent.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-04 13:45:02 PKT"	"391"	"0"	"76c944af37ee9e99908d7535695f5dda"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1326_Sent.txt"
"Charlie_2009-11-16_1338_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:19:44 PKT"	"578"	"0"	"0def532ac391e43b0aa462e602103e20"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1338_Received.txt"
"Charlie_2009-11-16_1433_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:19:56 PKT"	"487"	"0"	"f276f8790e651bc3dcb68d40d5a4e75a"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1433_Received.txt"
"Charlie_2009-11-16_1553_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:20:12 PKT"	"336"	"0"	"dbb20d2abf8e451663858e4ba7a1b951"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1553_Received.txt"
"Charlie_2009-11-16_1559_Sent.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-04 13:45:16 PKT"	"621"	"0"	"178b183cc1ca78b59e75bd1e00967715"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-16_1559_Sent.txt"
"Charlie_2009-11-17_0845_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:20:26 PKT"	"593"	"0"	"81d79fcc48a5951c78a0c6efe0652873"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_0845_Received.txt"
"Charlie_2009-11-17_1030_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:20:38 PKT"	"1537"	"0"	"ccb319542cd8f125090fe7605c5bb873"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_1030_Received.txt"
"Charlie_2009-11-17_1033_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:21:42 PKT"	"650"	"0"	"ffef4f69f4103c88835db2937d5e0bd6"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_1033_Received.txt"
"Charlie_2009-11-17_1039_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:21:10 PKT"	"922"	"0"	"22f1bdc7e92d07c02cf2158f9a365a82"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_1039_Received.txt"
"Charlie_2009-11-17_1040_Received.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-03 13:21:24 PKT"	"284"	"0"	"d5915b04a5b133fdaee72d5efa7fdb07"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_1040_Received.txt"
"Charlie_2009-11-17_1054_Sent.txt"	".txt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2009-12-04 13:45:32 PKT"	"253"	"0"	"9678e7a4ca1a4085243aaf0cf7c1eec4"	"unknown"	"r---------"	"/img_evidence.E01/vol_vol2/Email/Charlie_Email.zip/Charlie_2009-11-17_1054_Sent.txt"
